year,month,day,exec_order_no,usc_title,usc_section,status
1907,Oct.,23,703,16,668dd nt,
1907,,,705,16,668dd nt,
1910,June,23,1216,54,320301 nt,
1918,May,11,2859,36,150303 nt,
1923,June,8,3861,43,1457,
1925,Mar.,17,4175,43,1457,
1929,Oct.,1,5200,7,452 nt,Elim.
1930,July,21,5398,43,1457,
1933,Mar.,27,6084,12,nt. prec. 2241,
1933,June,8,6161,16,831u nt,
1933,,10,6166,5,901 nt,
1933,July,30,6237A,50 App.,12 nt,Elim.
1933,Aug.,28,6260,12,95a nt,Elim.
1933,Oct.,25,6359,12,248 nt,Elim.
1934,Jan.,12,6556,12,95a nt,Elim.
1934,,15,6560,12,95a nt,Elim.
1934,Feb.,22,6611,43,1457,
1934,May,23,6715,31,1105 nt,
1934,,29,6726,43,1457,
1934,,,6728,31,see 3321,
1935,Feb.,28,6979,15,715j nt,Elim.
1935,May,29,7058,12,1702 nt,Elim.
1935,Dec.,21,7252,15,703-712 nt,
1936,Jan.,28,7280,12,1702 nt,Elim.
1936,Mar.,26,7323,15,703-712 nt,Elim.
1936,May,7,7365,15,713b nt,Elim.
1936,Nov.,14,7496,16,459r nt,
1936,Dec.,21,7521,14,541 nt,
1937,Dec.,1,7756,15,715j nt,Elim.
1938,Mar.,22,7848,15,611a nt,Elim.
1939,Aug.,7,8219,15,611a nt,Elim.
1939,Sept.,5,8233,50 App.,nt. prec. 1,Elim.
1939,,,8234,50,nt. prec. 1,
1940,Apr.,10,8389,50,4305 nt,
1940,May,10,8405,50,4305 nt,
1940,June,17,8446,50,4305 nt,
1940,July,15,8484,50,4305 nt,
1940,,25,8493,50,4305 nt,
1940,Oct.,10,8565,50,4305 nt,
1940,,15,8567,50 App.,711 nt,Elim.
1941,Mar.,4,8701,50,4305 nt,
1941,,13,8711,50,4305 nt,
1941,,24,8721,50,4305 nt,
1941,Apr.,23,8743,5,3301 nt,
1941,,28,8746,50,4305 nt,
1941,June,14,8785,50,4305 nt,
1941,July,26,8832,50,4305 nt,
1941,Dec.,9,8963,50,4305 nt,
1941,,10,8964,47,606 nt,Elim.
1941,,26,8998,50,4305 nt,
1942,Mar.,11,9095,50 App.,6 nt,Elim.
1942,Apr.,21,9142,50 App.,6 nt,Elim.
1942,May,21,9170,48,1405c nt,
1942,May,29,9176,22,nt. prec. 611,
1942,July,6,9193,50 App.,6 nt,Elim.
1942,Aug.,20,9230,5,3301 nt,
1942,Dec.,5,9280,7,452 nt,Elim.
1943,Mar.,6,9310,7,427 nt,
1943,,26,9322,7,452 nt,Elim.
1943,Apr.,7,9325,50 App.,6 nt,Elim.
1943,,19,9334,7,452 nt,Elim.
1943,Sept.,25,9382,19,2 nt,Elim.
1943,Oct.,5,9383,48,794 nt,
1943,Nov.,22,9397,5,552a nt,
1944,Feb.,4,9419,10,3746 nt,Elim.
1944,,18,9424,35,207 nt,
1944,Mar.,28,9432,43,1451 nt,Elim.
1944,Apr.,6,9433,19,2 nt,Elim.
1944,June,26,9452,22,843 nt,Elim.
1944,Nov.,27,9504,19,2 nt,Elim.
1945,Jan.,18,9514,22,843 nt,Elim.
1945,Mar.,15,9531,19,2 nt,Elim.
1945,,23,9533,19,2 nt,Elim.
1945,June,8,9567,50 App.,6 nt,Elim.
1945,July,6,9586,5,4504 nt,
1945,Aug.,21,9601,40,326 nt,Elim.
1945,,30,9607,29,207 nt,
1945,Sept.,28,9633,43,1457,Elim.
1945,Oct.,3,9637,10,1122 nt,
1945,Dec.,28,9666,14,1 nt,Elim.
1946,Jan.,14,9678,5,3301 nt,
1946,Feb.,19,9698,22,288 nt,Elim.
1946,Apr.,13,9712,5,3301 nt,
1946,May,10,9721,22,288 nt,Elim.
1946,,14,9723,50,nt. prec. 1,
1946,,16,9725,50,4317 nt,
1946,,17,9726,22,411 nt,Elim.
1946,,23,9729,50 App.,1152 nt,Elim.
1946,July,3,9747,50,4305 nt,
1946,,,,50 App.,6 nt,Elim.
1946,,23,9760,50,4306 nt,
1946,Oct.,14,9788,50,4306 nt,
1946,,,9789,22,1382 nt,Elim.
1946,Dec.,31,9816,42,2031 nt,
1947,Jan.,7,9818,22,1382 nt,Elim.
1947,,,,50 App.,6 nt,Elim.
1947,,24,9823,22,288 nt,
1947,Feb.,21,9829,42,2031 nt,
1947,,24,9831,47,606 nt,
1947,May,27,9857A,10,1122 nt,
1947,,31,9863,22,288 nt,
1947,June,14,9865,35,207 nt,
1947,,,9866,43,1451 nt,Elim.
1947,July,16,9873,36,2111 nt,
1947,,24,9876,22,1382 nt,Elim.
1947,Aug.,22,9887,22,288 nt,
1947,Nov.,1,9902,10,9012 nt,
1947,,13,9905,50,3042 nt,Elim.
1947,Dec.,9,9909,48,734 nt,
1947,,19,9911,22,288 nt,
1948,Jan.,3,9919,15,713d nt,
1948,,10,9921,22,1382 nt,Elim.
1948,Feb.,4,9930,44,1510 nt,Elim.
1948,,19,9931,50,3042 nt,Elim.
1948,,27,9932,22,922 nt,Elim.
1948,Mar.,20,9937,22,1383 nt,
1948,Apr.,1,9942,50 App.,1921 nt,Elim.
1948,June,12,9967,5,3347 nt,Elim.
1948,,25,9972,22,288 nt,
1948,Aug.,20,9989,50 App.,6 nt,Elim.
1948,Sept.,16,10000,5,5941 nt,
1948,Oct.,5,10005,48,734 nt,
1948,Nov.,3,10014,33,1252 nt,Elim.
1948,Dec.,30,10025,22,288 nt,
1949,Jan.,13,10028,50,3806 nt,
1949,Feb.,8,10033,22,286f nt,
1949,May,14,10057,36,2111 nt,
1949,June,6,10062,22,3942 nt,Elim.
1949,July,6,10065,50 App.,1152 nt,Elim.
1949,Sept.,7,10077,48,1421 nt,
1949,Oct.,10,10083,22,288 nt,
1949,Nov.,25,10086,22,288 nt,
1949,Dec.,3,10087,36,2111 nt,
1949,,6,10090,15,46 nt,Elim.
1950,Jan.,23,10096,35,207 nt,
1950,,28,10100,50,3505 nt,Elim.
1950,Feb.,1,10103,22,288 nt,Elim.
1950,,,10104,18,795 nt,
1950,,9,10108,22,287 nt,
1950,,24,10113,37,418 nt,
1950,Apr.,14,10122,10,1216 nt,
1950,June,30,10137,48,1421 nt,
1950,July,21,10144,22,3942 nt,Elim.
1950,Aug.,5,10148,5,3347 nt,Elim.
1950,,17,10152,37,301 nt,Elim.
1950,,26,10156,43,1451 nt,Elim.
1950,Sept.,9,10160,50 App.,2101 nt,Elim.
1950,,,10161,50 App.,2071 nt,Elim.
1950,,27,10164,50 App.,454 nt,Elim.
1950,Oct.,4,10166,50 App.,454 nt,Elim.
1950,,11,10169,50,3042 nt,Elim.
1950,,30,10178,48,1421f nt,
1950,Nov.,21,10182,50 App.,2160 nt,Elim.
1950,Dec.,1,10185,50 App.,454 nt,Elim.
1950,,,10186,42,5195 nt,Elim.
1950,,6,10190,50,740 nt,Elim.
1950,,13,10191,25,348 nt,
1950,,16,10193,50 App.,2153,Elim.
1950,,21,10199,7,610 nt,
1951,Jan.,3,10200,50 App.,2153 nt,Elim.
1951,,16,10205,50 App.,2160 nt,Elim.
1951,,19,10206,22,287d-1 nt,
1951,,23,10207,50,781 nt,Elim.
1951,Feb.,28,10219,50 App.,2093 nt,Elim.
1951,Mar.,8,10222,42,5195 nt,Elim.
1951,,12,10223,50 App.,2091 nt,Elim.
1951,,15,10224,50 App.,2153 nt,Elim.
1951,,26,10228,22,288 nt,
1951,Apr.,27,10238,19,2 nt,Elim.
1951,,,10240,10,3818 nt,Elim.
1951,May,8,10242,50 App.,2253 nt,Elim.
1951,,17,10244,50,4337 nt,
1951,June,4,10249,22,846 nt,Elim.
1951,,5,10250,3,301 nt,
1951,,7,10251,40,321 nt,Elim.
1951,,11,10253,31,1104 nt,
1951,,15,10254,22,1382 nt,
1951,,29,10264,48,1662 nt,
1951,,,10265,48,1681 nt,Elim.
1951,July,7,10271,50,3819 nt,
1951,,10,10272,24,18 nt,
1951,Aug.,28,10281,50 App.,2153 nt,Elim.
1951,,29,10282,40,321 nt,Elim.
1951,Sept.,1,10284,42,1589a nt,Elim.
1951,,17,10289,3,301 nt,
1951,Oct.,2,10296,42,1592m nt,
1951,Nov.,5,10302,21,nt. prec. 171-174,Elim.
1951,,14,10305,50,781 nt,Elim.
1951,,23,10307,18,3496 nt,
1951,Dec.,3,10308,50 App.,2153 nt,Elim.
1951,,10,10312,47,606 nt,Elim.
1952,Apr.,3,10336,5,4504 nt,
1952,,4,10338,22,2382 nt,
1952,,5,10339,42,1589a nt,
1952,,17,10346,42,5195 nt,Elim.
1952,,18,10347,4,42 nt,
1952,,26,10348,12,95a nt,Elim.
1952,May,26,10355,43,141 nt,
1952,June,9,10358,5,6103 nt,Elim.
1952,,12,10361,18,2152 nt,Elim.
1952,Aug.,9,10382,50 App.,1957 nt,Elim.
1952,,16,10385,42,1589a nt,
1952,Sept.,18,10395,42,1589a nt,
1952,,27,10400,10,1216 nt,
1952,Oct.,30,10402,33,143 nt,Elim.
1952,Nov.,6,10407,5,5517 nt,Elim.
1952,Dec.,2,10416,40,321 nt,Elim.
1952,,31,10421,50,3042 nt,Elim.
1953,Jan.,9,10422,22,287 nt,
1953,,16,10425,42,1589a nt,
1953,,,10427,42,1855d nt,Elim.
1953,,19,10431,50,3001 nt,
1953,Feb.,4,10433,50 App.,2153 nt,Elim.
1953,,6,10434,50 App.,2101 nt,Elim.
1953,Mar.,13,10438,42,5195 nt,Elim.
1953,,,,50,3042 nt,Elim.
1953,Apr.,7,10443,40,321 nt,Elim.
1953,,17,10446,41,"5 nt, 255 nt",Elim.
1953,,27,10450,5,7311 nt,Elim.
1953,June,2,10459,22,287 nt,
1953,,18,10460,47,151 nt,Elim.
1953,,17,10461,42,1592m nt,
1953,,19,10462,42,1589a nt,
1953,July,17,10471,5,6305 nt,
1953,Aug.,1,10477,22,1472 nt,
1953,,14,10480,50 App.,2153 nt,Elim.
1953,,15,10481,5,3347 nt,Elim.
1953,Sept.,2,10483,50,3021 nt,Elim.
1953,,3,10485,15,717b nt,
1953,,12,10486,12,1701h nt,
1953,,16,10487,50 App.,1971i nt,Elim.
1953,,26,10489,50 App.,2153 nt,Elim.
1953,Oct.,13,10491,5,7311 nt,Elim.
1953,,14,10493,15,640 nt,
1953,,,10494,50 App.,2101 nt,Elim.
1953,Nov.,5,10501,50,3161 nt,Elim.
1953,Dec.,1,10504,15,641 nt,Elim.
1953,,10,10506,42,202 nt,Elim.
1954,Jan.,19,10513,5,3345 nt,Elim.
1954,Mar.,17,10521,42,1862 nt,
1954,,26,10522,22,3922 nt,
1954,Apr.,22,10529,42,5195 nt,Elim.
1954,May,10,10530,3,301 nt,
1954,,27,10531,5,7311 nt,Elim.
1954,June,3,10533,22,288 nt,
1954,,9,10534,33,981 nt,Elim.
1954,,22,10537,50 App.,2153 nt,Elim.
1954,,,10539,50 App.,1921 nt,Elim.
1954,,29,10540,5,6301 nt,Elim.
1954,July,12,10544,15,46 nt,
1954,,27,10547,12,248 nt,Elim.
1954,Aug.,2,10548,5,7311 nt,Elim.
1954,,5,10550,5,7311 nt,Elim.
1954,,10,10552,5,6104 nt,
1954,,18,10554,10,772 nt,
1954,Sept.,13,10560,7,1691 nt,Elim.
1954,,,10561,5,1302 nt,Elim.
1954,Oct.,26,10573,3,301 nt,
1954,Nov.,8,10574,50 App.,2153 nt,Elim.
1954,,22,10577,5,3301 nt,Elim.
1954,,30,10579,40,601 nt,
1954,Dec.,17,10582,41,8303 nt,
1954,,18,10583,3,301 nt,
1954,,,10584,16,1005 nt,
1955,Jan.,1,10585,26,112 nt,
1955,,13,10587,50 App.,32 nt,Elim.
1955,,27,10593,42,1592m nt,Elim.
1955,Feb.,28,10598,50,3021 nt,Elim.
1955,Mar.,21,10601,7,1743 nt,Elim.
1955,,24,10602,26,7652 nt,
1955,Apr.,22,10604,20,107 nt,Elim.
1955,May,5,10608,22,3942 nt,
1955,,7,10609,22,280h nt,
1955,,11,10611,42,5195 nt,Elim.
1955,,25,10614,5,5732 nt,
1955,June,22,10616,10,5751 nt,Elim.
1955,,28,10617,10,3313 nt,Elim.
1955,July,1,10621,3,301 nt,
1955,,28,10624,7,1762 nt,
1955,Aug.,13,10629,50,1013 nt,Elim.
1955,,17,10631,10,802 nt,
1955,,31,10634,50 App.,2092 nt,Elim.
1955,Sept.,16,10636,5,5941 nt,
1955,,,10637,3,301 nt,
1955,Oct.,10,10640,29,791 nt,Elim.
1955,,26,10641,5,3301 nt,Elim.
1955,Nov.,7,10644,22,1631a nt,Elim.
1955,,22,10646,42,1973cc-11 nt,Elim.
1955,,28,10647,50 App.,2160 nt,Elim.
1956,Jan.,20,10654,16,1005 nt,
1956,Feb.,6,10656,50,3023 nt,Elim.
1956,,14,10657,42,2313 nt,Elim.
1956,,15,10660,50 App.,2153 nt,Elim.
1956,,27,10661,3,301 nt,
1956,Mar.,13,10662,50 App.,2153 nt,Elim.
1956,May,9,10667,50,1013 nt,Elim.
1956,,10,10668,36,150303 nt,
1956,Aug.,21,10675,5,3301 nt,Elim.
1956,Sept.,1,10676,22,288 nt,
1956,,,10677,50,1013 nt,Elim.
1956,,20,10678,50 App.,1941r nt,Elim.
1956,Oct.,2,10680,22,288 nt,
1956,,22,10682,3,301 nt,
1956,,29,10685,7,1691 nt,Elim.
1956,Nov.,16,10687,10,5762 nt,Elim.
1957,Jan.,16,10695,35,207 nt,
1957,Feb.,20,10699,26,6103 nt,
1957,,25,10700,50,3021 nt,Elim.
1957,Mar.,12,10701,26,6103 nt,
1957,,17,10703,26,6103 nt,
1957,Apr.,17,10705,47,606 nt,Elim.
1957,,25,10706,26,6103 nt,
1957,May,17,10712,26,6103 nt,
1957,June,27,10717,5,4504 nt,
1957,,,10718,22,4219 nt,
1957,July,11,10720,50 App.,1941r nt,Elim.
1957,Aug.,16,10725,10,5751 nt,Elim.
1957,,31,10727,22,288 nt,
1957,Sept.,24,10730,10,252 nt,Elim.
1957,Oct.,10,10732,3,301 nt,
1957,,17,10734,42,2313 nt,Elim.
1957,,29,10737,42,1855d nt,Elim.
1957,Nov.,15,10738,26,6103 nt,Elim.
1957,Dec.,12,10745,5,3301 nt,Elim.
1958,Feb.,12,10752,15,715j nt,
1958,,15,10753,5,3347 nt,Elim.
1958,,,,43,1451 nt,Elim.
1958,Mar.,17,10759,3,301 nt,
1958,,28,10762,50,3803 nt,
1958,Apr.,23,10763,22,287 nt,
1958,,,10764,40,321 nt,Elim.
1958,May,1,10766,42,1594j nt,Elim.
1958,,29,10769,22,288 nt,
1958,June,20,10771,33,981 nt,Elim.
1958,July,1,10773,42,5195 nt,Elim.
1958,,,,50 App.,2153 nt,Elim.
1958,,25,10774,22,2025 nt,Elim.
1958,,28,10776,50,3803 nt,
1958,Aug.,20,10779,42,7401 nt,Elim.
1958,Sept.,2,10780,10,5762 nt,Elim.
1958,,,10781,10,5764 nt,Elim.
1958,,6,10782,42,5195 nt,Elim.
1958,,,,50 App.,2153 nt,Elim.
1958,Oct.,1,10783,42,2453 nt,
1958,Nov.,1,10786,49,40107 nt,
1958,,14,10789,50,1431 nt,
1958,,20,10790,3,301 nt,
1958,Dec.,3,10793,42,2453 nt,
1958,,13,10795,22,288 nt,
1958,,24,10797,49,40107 nt,
1959,Jan.,3,10798,4,1 nt,Elim.
1959,,15,10800,5,4103 nt,Elim.
1959,,21,10801,26,6103 nt,
1959,,23,10802,15,1023 nt,Elim.
1959,Feb.,18,10805,5,4102 nt,
1959,Mar.,10,10806,26,6103 nt,
1959,,13,10807,42,1862 nt,Elim.
1959,,19,10808,26,6103 nt,
1959,Apr.,22,10810,38,111 nt,Elim.
1959,,29,10815,26,6103 nt,
1959,May,7,10816,50,3161 nt,Elim.
1959,,8,10818,26,6103 nt,
1959,,11,10819,50 App.,2153 nt,Elim.
1959,,18,10820,5,3347 nt,Elim.
1959,,20,10822,22,1472 nt,
1959,,29,10824,31,203 nt,Elim.
1959,Aug.,18,10832,22,288 nt,
1959,,21,10834,4,1 nt,
1959,Sept.,8,10836,3,301 nt,
1959,,16,10838,50,3021 nt,Elim.
1959,,30,10839,5,3347 nt,Elim.
1959,,,10840,31,203 nt,Elim.
1959,,,10841,42,2153 nt,
1959,Oct.,12,10846,26,6103 nt,
1959,Nov.,27,10849,51,20111 nt,
1959,,,10852,3,301 nt,
1959,,,10854,49,40120 nt,
1959,,,10855,26,6103 nt,
1959,Dec.,29,10857,48,192 nt,Elim.
1960,Jan.,13,10858,23,313 nt,Elim.
1960,Feb.,11,10861,10,5762 nt,Elim.
1960,,18,10863,22,401 nt,
1960,,,10864,22,288 nt,
1960,,20,10865,50,3161 nt,
1960,,,10866,22,288 nt,Elim.
1960,,,10867,28,81A nt,
1960,Mar.,9,10869,5,3301 nt,Elim.
1960,,15,10871,26,6103 nt,
1960,Apr.,8,10873,22,288 nt,
1960,,22,10876,26,6103 nt,
1960,June,7,10880,5,3301 nt,Elim.
1960,July,6,10881,38,111 nt,
1960,,18,10882,3,301 nt,
1960,Oct.,5,10889,3,301 nt,
1960,Nov.,8,10892,37,301 nt,Elim.
1960,,,10893,22,2382 nt,Elim.
1960,,25,10895,10,1586 nt,
1960,,29,10896,12,95a nt,Elim.
1960,Dec.,2,10897,22,1061 nt,Elim.
1960,,,10898,23,313 nt,Elim.
1960,,9,10899,42,2162 nt,
1961,Jan.,5,10900,7,1691 nt,Elim.
1961,,9,10901,50,3161 nt,Elim.
1961,,,10902,42,5195 nt,Elim.
1961,,,10903,5,5921 nt,
1961,,,,7,1762 nt,
1961,,14,10905,12,95a nt,Elim.
1961,,17,10906,26,6103 nt,Elim.
1961,,,10909,50,3161 nt,
1961,,18,10913,16,1005 nt,
1961,,21,10914,7,612 nt,
1961,,24,10915,7,1691 nt,Elim.
1961,,,,22,2382 nt,Elim.
1961,,,10916,26,6103 nt,
1961,Feb.,16,10918,29,141 nt,Elim.
1961,,18,10920,50,3021 nt,Elim.
1961,Mar.,24,10930,35,207 nt,
1961,Apr.,22,10935,26,6103 nt,
1961,,24,10936,41,252 nt,Elim.
1961,May,4,10938,50,3023 nt,Elim.
1961,,15,10941,5,3347 nt,Elim.
1961,,19,10942,42,2472 nt,
1961,,,10943,22,288 nt,Elim.
1961,,26,10946,42,2451 nt,Elim.
1961,June,12,10947,26,6103 nt,
1961,,27,10950,3,301 nt,
1961,July,20,10952,42,5195 nt,Elim.
1961,,26,10954,26,6103 nt,Elim.
1961,Aug.,10,10956,42,2153 nt,
1961,,,10957,10,263 nt,Elim.
1961,,14,10958,42,5195 nt,Elim.
1961,,21,10960,3,301 nt,
1961,,23,10962,26,6103 nt,Elim.
1961,Sept.,20,10964,50,3161 nt,Elim.
1961,Oct.,10,10966,26,6103 nt,
1961,,,10967,43,1458 nt,
1961,,,10968,23,313 nt,Elim.
1961,Nov.,3,10972,7,1691 nt,Elim.
1961,,,10973,22,2381 nt,Elim.
1961,,15,10976,40,321 nt,Elim.
1961,Dec.,12,10979,5,4504 nt,
1961,,28,10981,26,6103 nt,
1961,,25,10982,5,5527 nt,
1961,,30,10983,22,288 nt,
1962,Jan.,12,10985,50,3161 nt,Elim.
1962,,,10986,23,313 nt,Elim.
1962,,17,10987,5,7501 nt,Elim.
1962,,,10988,5,7101 nt,Elim.
1962,Feb.,2,10990,5,7902 nt,Elim.
1962,,14,10994,29,791 nt,Elim.
1962,,16,10995,47,305 nt,Elim.
1962,,,10996,5,5518 nt,
1962,,,10997,42,5195 nt,Elim.
1962,,,10998,42,5195 nt,Elim.
1962,,,10999,42,5195 nt,Elim.
1962,,,11000,42,5195 nt,Elim.
1962,,,11001,42,5195 nt,Elim.
1962,,,11002,42,5195 nt,Elim.
1962,,,11003,42,5195 nt,Elim.
1962,,,11004,42,5195 nt,Elim.
1962,,,11005,42,5195 nt,Elim.
1962,,26,11007,5,1002 nt,Elim.
1962,Mar.,27,11012,3,301 nt,
1962,Apr.,17,11014,22,2454 nt,Elim.
1962,,25,11016,10,1129 nt,
1962,,27,11017,16,17k nt,Elim.
1962,,,11018,29,38 nt,Elim.
1962,,,11019,22,288 nt,Elim.
1962,May,7,11020,26,6103 nt,
1962,,,11021,48,1681 nt,Elim.
1962,,14,11022,42,3001 nt,Elim.
1962,,28,11023,3,301 nt,
1962,June,19,11030,44,1505 nt,
1962,,25,11034,22,2454 nt,
1962,July,11,11036,7,1691 nt,Elim.
1962,,20,11037,12,95a nt,Elim.
1962,Aug.,6,11041,22,2501 nt,Elim.
1962,,20,11044,22,2575 nt,Elim.
1962,,24,11046,10,7276 nt,
1962,,28,11047,49,40107 nt,
1962,Sept.,4,11048,48,nt. prec. 491,
1962,,14,11049,42,2642 nt,Elim.
1962,,27,11051,42,5195 nt,Elim.
1962,,,,50,1431 nt,
1962,,,,50 App.,2153 nt,Elim.
1962,,30,11053,10,252 nt,Elim.
1962,Oct.,9,11055,26,6103 nt,
1962,,18,11057,42,2162 nt,
1962,,23,11058,10,263 nt,Elim.
1962,,,11059,22,288 nt,
1962,Nov.,7,11060,42,2652 nt,
1962,,19,11062,50 App.,2153 nt,Elim.
1962,,20,11063,42,1982 nt,
1962,,21,11065,26,6103 nt,
1962,,28,11069,16,17k nt,Elim.
1962,Dec.,27,11071,26,955 nt,Elim.
1963,Jan.,2,11073,5,5304 nt,Elim.
1963,,15,11075,19,1801 nt,Elim.
1963,,,,42,5195 nt,Elim.
1963,,22,11077,22,2603 nt,
1963,,25,11079,10,2603 nt,
1963,,29,11080,26,6103 nt,
1963,Feb.,4,11082,26,6103 nt,
1963,,6,11083,26,6103 nt,
1963,,15,11084,47,305 nt,Elim.
1963,,22,11085,5,4504 nt,
1963,,26,11086,50 App.,32 nt,Elim.
1963,,,11087,42,5195 nt,Elim.
1963,,,11088,42,5195 nt,Elim.
1963,,,11089,42,5195 nt,Elim.
1963,,,11090,42,5195 nt,Elim.
1963,,,11091,42,5195 nt,Elim.
1963,,,11092,42,5195 nt,Elim.
1963,,,11093,42,5195 nt,Elim.
1963,,,11094,42,5195 nt,Elim.
1963,,,11095,42,5195 nt,Elim.
1963,,28,11097,50,3161 nt,Elim.
1963,Mar.,14,11099,26,6103 nt,
1963,Apr.,4,11102,26,6103 nt,Elim.
1963,,10,11103,22,2504 nt,
1963,,18,11105,42,2313 nt,Elim.
1963,,,11106,19,1801 nt,Elim.
1963,,25,11107,43,975f nt,Elim.
1963,May,22,11108,7,1642 nt,Elim.
1963,,27,11109,26,6103 nt,
1963,June,4,11110,3,301 nts,
1963,,11,11111,10,252 nt,Elim.
1963,,13,11113,19,1801 nt,Elim.
1963,Aug.,5,11116,24,34 nt,Elim.
1963,Sept.,10,11118,10,332 nt,Elim.
1963,Oct.,29,11125,18,205 nt,Elim.
1963,Nov.,1,11126,42,2000e nt,Elim.
1963,Dec.,17,11133,26,6103 nt,
1964,Jan.,7,11137,5,5921 nt,
1964,,30,11140,42,202 nt,
1964,Feb.,12,11141,5,3301 nt,
1964,,,11142,38,111 nt,Elim.
1964,Mar.,2,11143,19,1871 nt,Elim.
1964,,7,11145,3,110 nt,
1964,Apr.,8,11151,10,5770 nt,Elim.
1964,,15,11152,42,2571 nt,Elim.
1964,,17,11153,26,6103 nt,
1964,May,23,11155,20,1221 nt,
1964,June,17,11156,46 App.,1111 nt,Elim.
1964,,22,11157,37,301 nt,
1964,July,6,11160,42,253a nt,
1964,,7,11161,49,40107 nt,
1964,Aug.,1,11164,3,301 nt,
1964,,20,11173,5,5304 nt,Elim.
1964,Sept.,2,11175,26,4917 nt,Elim.
1964,,3,11176,26,6103 nt,
1964,,22,11179,50 App.,2153 nt,Elim.
1964,Oct.,13,11184,3,301 nt,
1964,,16,11185,20,1 nt,Elim.
1964,Nov.,23,11189,5,5317 nt,Elim.
1964,Dec.,29,11190,10,10149 nt,
1965,Jan.,4,11191,47,721 nt,Elim.
1965,,13,11192,26,6103 nt,
1965,,26,11194,26,6103 nt,
1965,,30,11195,5,5317 nt,Elim.
1965,Feb.,2,11196,12,1701c nt,Elim.
1965,,5,11197,42,2000e-15 nt,Elim.
1965,,10,11198,26,4931 nt,Elim.
1965,,26,11200,54,200302 nt,
1965,Mar.,4,11201,26,6103 nt,
1965,,5,11202,5,3301 nt,Elim.
1965,,12,11203,5,3301 nt,
1965,,,11204,26,6103 nt,
1965,,18,11206,26,6103 nt,Elim.
1965,,25,11209,40 App.,101 nt,Elim.
1965,Apr.,2,11211,26,4917 nt,Elim.
1965,,,11213,26,6103 nt,Elim.
1965,,24,11216,26,112 nt,
1965,,,11217,26,6103 nt,
1965,,,11218,16,17k nt,Elim.
1965,May,6,11219,5,3301 nt,
1965,,,11221,42,2000e nt,Elim.
1965,,8,11222,18,201 nt,Elim.
1965,,12,11223,22,2393 nt,
1965,,22,11225,22,288 nt,
1965,,27,11226,5,6103 nt,Elim.
1965,June,2,11227,22,288 nt,Elim.
1965,,14,11228,3,301 nt,
1965,,28,11230,3,301 nt,Elim.
1965,,,,5,5921 nt,
1965,,,,24,34 nt,Elim.
1965,July,21,11235,26,6103 nt,
1965,,27,11237,16,460l-8 nt,Elim.
1965,,31,11239,33,1051 nt,Elim.
1965,Aug.,28,11242,37,301 nt,
1965,Sept.,24,11246,42,2000e nt,
1965,,,11247,42,2000d-1 nt,Elim.
1965,Oct.,10,11248,5,5317 nt,Elim.
1965,,,11250,22,2501 nt,Elim.
1965,,19,11251,5,5317 nt,Elim.
1965,,20,11252,7,1691 nt,Elim.
1965,,,11253,37,301 nt,
1965,,21,11254,19,2022 nt,Elim.
1965,Nov.,1,11255,39,3401 nt,Elim.
1965,,13,11257,3,301 nt,
1965,,17,11258,33,1323 nt,Elim.
1965,Dec.,3,11259,37,301 nt,
1965,,11,11260,20,1 nt,Elim.
1965,,,11261,22,2381 nt,Elim.
1965,,13,11262,5,5317 nt,Elim.
1965,,31,11264,22,3930 nt,Elim.
1966,Jan.,20,11268,5,5317 nt,Elim.
1966,Feb.,14,11269,22,286b nt,
1966,,19,11270,10,5232 nt,Elim.
1966,,23,11272,5,6103 nt,Elim.
1966,Mar.,22,11273,5,5317 nt,Elim.
1966,,30,11274,5,3345 nt,Elim.
1966,,31,11275,3,301 nt,Elim.
1966,Apr.,30,11277,22,288 nt,Elim.
1966,May,11,11280,42,nt. prec. 2661,Elim.
1966,,13,11281,50,4306 nt,
1966,,26,11282,42,7418 nt,Elim.
1966,,27,11283,22,288 nt,
1966,,,11284,10,6371 nt,Elim.
1966,June,10,11285,26,4916 nt,Elim.
1966,,28,11287,42,1881 nt,
1966,July,2,11288,33,1323 nt,Elim.
1966,,21,11290,3,301 nt,Elim.
1966,Aug.,1,11292,37,301 nt,
1966,,3,11293,5,5317 nt,Elim.
1966,,4,11294,3,301 nt,Elim.
1966,,5,11295,22,211a nt,
1966,,10,11296,33,701 nt,Elim.
1966,,11,11297,42,3532 nt,
1966,,14,11298,10,1035 nt,
1966,,15,11299,5,5317 nt,Elim.
1966,Sept.,6,11302,38,111 nt,
1966,,12,11304,26,4917 nt,Elim.
1966,,30,11307,42,3161 nt,Elim.
1966,Oct.,11,11310,28,509 nt,Elim.
1966,,14,11311,19,2051 nt,
1966,,,11312,22,2459 nt,Elim.
1966,,15,11313,5,3347 nt,Elim.
1966,Nov.,17,11315,5,3301 nt,Elim.
1966,,28,11316,5,5317 nt,Elim.
1966,Dec.,5,11318,22,288 nt,Elim.
1966,,12,11320,5,7342 nt,Elim.
1967,Jan.,5,11322,22,287c nt,Elim.
1967,,20,11323,5,5317 nt,Elim.
1967,Mar.,5,11330,42,nt. prec. 2711,Elim.
1967,,6,11331,42,1962b nt,Elim.
1967,,7,11332,26,6103 nt,
1967,,,11333,10,6374 nt,Elim.
1967,,,11334,22,286b nt,
1967,,,,22,288 nt,
1967,,9,11335,5,5317 nt,Elim.
1967,,22,11336,7,1427 nt,
